body,title,url
"
	La gobernadora de Cochabamba, Esther Soria, informó este lunes que presentará un recurso de nulidad de la Resolución Ministerial 0196 que designó al nuevo director del Servicio Departamental de Salud (Sedes), pues considera que el nombramiento atenta contra la autonomía departamental.","
          Gobernadora presentará recurso de nulidad por designación de nuevo director del Sedes        ",https://www.lostiempos.com/actualidad/cochabamba/20200420/gobernadora-presentara-recurso-nulidad-designacion-nuevo-director-del
"
	El Covid-19 (coronavirus) ha provocado al menos 165.216 muertos en el mundo desde que apareció en diciembre, según un balance establecido por AFP sobre la base de fuentes oficiales, hoy a las 11:00 GMT.","
          Covid-19: hay más de 165.000 muertos en el mundo        ",https://www.lostiempos.com/actualidad/mundo/20200420/covid-19-hay-mas-165000-muertos-mundo
"
	Un colectivo de productores y directores de Argentina, Brasil, Bolivia, Colombia, Panamá y España busca generar un impacto social con la realización de un documental colectivo que muestre la inédita experiencia de estar aislados en diferentes realidades ante la misma situación: la pandemia del coronavirus.","
          “Aislados”, historias de vida en tiempos de coronavirus        ",https://www.lostiempos.com/doble-click/cultura/20200419/aislados-historias-vida-tiempos-coronavirus
"
	Las recientes disposiciones normativas (Circulares) del Tribunal Supremo de Justicia, como máximo tribunal de la jurisdicción ordinaria, son técnicamente oportunas y consecuentes con el proceso de refundación judicial para impartir justicia en Bolivia.","
          Justicia en línea        ",https://www.lostiempos.com/actualidad/opinion/20200420/columna/justicia-linea
"
	El jefe Nacional de la Unidad de Epidemiología del Ministerio de Salud, Virgilio Prieto, informó esta noche sobre 34 nuevos casos de Covid-19.","
          Suben a 598  los casos de Covid-19 en Bolivia tras 34 nuevos pacientes, entre ellos los dos primeros en Beni        ",https://www.lostiempos.com/actualidad/pais/20200420/suben-598-casos-covid-19-bolivia-34-nuevos-pacientes-ellos-dos-primeros
"
	El ministro de Planificación, Carlos Díaz, anunció hoy la elaboración de un “programa amplio” para recuperar la economía del país, a mediano y largo plazo, después de la crisis desatada por la pandemia de la Covid-19 (coronavirus).","
          Gobierno anuncia “programa amplio” para recuperar la economía y un plan de créditos ante la crisis por la Covid-19        ",https://www.lostiempos.com/actualidad/economia/20200420/gobierno-anuncia-programa-amplio-recuperar-economia-plan-creditos
"
	El Comité Olímpico Internacional (COI) reconoció que, de acuerdo con la actual reglamentación de la Agencia Mundial Antidopaje (AMA), los deportistas que no hubieran podido participar en los Juegos de Tokio 2020 por estar suspendidos por dopaje cuya sanción concluya antes de la nuevas fechas olímpicas, podrán competir en la cita japonesa.","
          COI reconoce sancionados por dopaje para Tokio 2020 podrían competir en 2021        ",https://www.lostiempos.com/deportes/multideportivo/20200420/coi-reconoce-sancionados-dopaje-tokio-2020-podrian-competir-2021
"
	El crudo estadounidense cayó hoy casi un 20%, por debajo de los 15 dólares el barril en Asia, un nuevo mínimo en más de dos décadas, debido al desplome de la demanda mundial provocado por la pandemia de coronavirus.","
          El precio del crudo de EEUU cae casi 20%, por debajo de los 15 dólares el barril        ",https://www.lostiempos.com/actualidad/mundo/20200420/precio-del-crudo-eeuu-cae-casi-20-debajo-15-dolares-barril
"
	El salar de Uyuni es uno de los lugares más emblemáticos de Bolivia por la mística y belleza de sus paisajes, que ahora por el tiempo de cuarentena no puede ser visitado por los turistas nacionales y extranjeros; sin embargo, hoy se podrá observar un atardecer gracias a la transmisión en vivo del Hotel Palacio de Sal a patir desde las 18:05 hasta las 18:20.","
          El salar de Uyuni muestra la magia de un atardecer en cuarentena        ",https://www.lostiempos.com/tendencias/interesante/20200419/salar-uyuni-muestra-magia-atardecer-cuarentena
"
	""Rasta Covid"" es el nombre del nuevo evento solidario que reúne a varios artistas del género musical Reggae de Latinoamérica con el objetivo de recaudar fondos para la organización sin fines de lucro Misión AntiCovid.","
          Realizan concierto solidario ""online"" al estilo reggae        ",https://www.lostiempos.com/doble-click/musica/20200420/realizan-concierto-solidario-online-al-estilo-reggae
"
	La empresa vietnamita de telefonía móvil Vsmart, perteneciente al grupo Vingroup, dispondrá de una tecnología de reconocimiento facial que identifica al usuario sin que se quite la mascarilla sanitaria, obligatoria en el país por la pandemia de Covid-19.","
          Fabricante de smartphone crea sistema de reconocimiento facial con mascarilla        ",https://www.lostiempos.com/tendencias/tecnologia/20200420/fabricante-smartphone-crea-sistema-reconocimiento-facial-mascarilla
"
	Nacional Seguros Vida y Salud S.A. - Cooperativa Hospicio","
          Nacional Seguros Vida y Salud S.A. - Cooperativa Hospicio        ",https://www.lostiempos.com/mostrador/mostrador/20200419/nacional-seguros-vida-salud-sa-cooperativa-hospicio
"
	Crediseguro realizó el pago de la indemnización de Bs. 25 mil a los familiares de la enfermera, Fanny Durán Cuellar, fallecida en la madrugada del miércoles 8 de abril en la ciudad de Santa Cruz, después de  haber batallado contra el Covid-19.","
          Crediseguro pagó indemnización a los familiares de enfermera fallecida por Covid-19        ",https://www.lostiempos.com/actualidad/pais/20200420/crediseguro-pago-indemnizacion-familiares-enfermera-fallecida-covid-19
"
	ATLANTA – Las agencias de inteligencia están acostumbradas a salir en las noticias cuando no hacen bien su trabajo. Pero después de varios meses de que el presidente estadounidense Donald Trump ignoró sus advertencias en relación con la Covid-19 en particular, y años de que su Gobierno desestimó las mismas advertencias respecto del peligro de una pandemia en general, es hora de que los profesionales de inteligencia reciban el crédito que se merecen.","
          Los espías que predijeron la Covid-19        ",https://www.lostiempos.com/actualidad/opinion/20200420/columna/espias-que-predijeron-covid-19
"
La Policía paraguaya detuvo este lunes a un presunto implicado en la producción de los documentos falsos utilizados al ingresar en el país por el exfutbolista brasileño Ronaldinho Gaúcho y su hermano Roberto, que siguen en arresto domiciliario en un hotel de Asunción por ese motivo.","
          Nueva detención en el caso que tiene a Ronaldinho arrestado en Paraguay        ",https://www.lostiempos.com/deportes/futbol-int/20200420/nueva-detencion-caso-que-tiene-ronaldinho-arrestado-paraguay
"
	Las giras europeas Sub-14 y Sub-16 que organiza la Confederación Sudamericana de Tenis (Cosat) fueron suspendidas por la pandemia del coronavirus (Covid-19), según dio a conocer hoy el ente continental  en un comunicado de prensa.","
          Giras europeas de Cosat son canceladas por el coronavirus        ",https://www.lostiempos.com/deportes/tenis/20200420/giras-europeas-cosat-son-canceladas-coronavirus
"
	España superó hoy los 200.000 casos por coronavirus, pero las muertes diarias por la pandemia siguen cayendo, con 399 en las últimas 24 horas, la cifra más baja desde el 22 de marzo, según informó el Ministerio de Sanidad.","
          España supera los 200.000 casos de Covid-19 y las muertes diarias caen a 399        ",https://www.lostiempos.com/actualidad/mundo/20200420/espana-supera-200000-casos-covid-19-muertes-diarias-caen-399
"
	Tras conocerse la drástica caída del precio del barril de petróleo WTI a niveles históricos nunca antes registrados, afectando la economía mundial, el Gobierno anunció que estudiará las medidas a aplicar para cubrir el desfase presupuestario ocasionado.","
          Gobierno estudia medidas para cubrir desfase presupuestario por la caída del precio del petróleo        ",https://www.lostiempos.com/actualidad/economia/20200420/gobierno-estudia-medidas-cubrir-desfase-presupuestario-caida-del-precio
"
	Varios planes de ingreso a Chapare que no se ejecutaron y otros intentos abortados son algunos matices que se tuvieron a lo largo de estos cinco meses desde que la Policía salió del trópico de Cochabamba por los conflictos poselectorales.","
          Policía en el trópico: entre amenazas, intentos fallidos y pedidos de perdón        ",https://www.lostiempos.com/actualidad/cochabamba/20200419/policia-tropico-amenazas-intentos-fallidos-pedidos-perdon
"
	Los dirigentes del MAS del trópico cochabambino han dado un paso audaz al expulsar de esa región, con violencia y muestras evidentes de desacato, a fuerzas policiales que ingresaron día antes, luego de más de siete meses de ausencia.","
          Entre la pandemia y el Chapare        ",https://www.lostiempos.com/actualidad/opinion/20200419/columna/pandemia-chapare
"
	La medicina tradicional, pese a que no es una práctica totalmente aceptada por la población, es reconocida por la contribución a la salud humana “en particular como proveedores de atención primaria de salud al nivel de la comunidad”, por la Organización Mundial de la Salud.","
          Tradicional y científica, la fusión de la medicina que convive en una clínica de Cliza        ",https://www.lostiempos.com/entrevistas/20191017/tradicional-cientifica-fusion-medicina-que-convive-clinica-cliza
"
	El director jurídico del Ministerio de Gobierno, Roberto Barbosa, anunció hoy que se inició una investigación y proceso judicial contra el autor o los autores que amenazaron al ministro de Gobierno, Arturo Murillo.","
          Ministerio de Gobierno anuncia proceso judicial por amenazas a Murillo         ",https://www.lostiempos.com/actualidad/pais/20200420/ministerio-gobierno-anuncia-proceso-judicial-amenazas-murillo
"
	La Asociación Boliviana de Árbitros de Fútbol (ABAF) solicitó Bs 40.000 a la Federación Boliviana de Fútbol (FBF) para poder apoyar económicamente a sus afiliados, que no perciben ningún otro ingreso durante la cuarentena por la Covid-19, a quienes les tocaría Bs 300 a cada uno.","
          Árbitros piden apoyo para poder otorgar Bs 300 a cada afiliado        ",https://www.lostiempos.com/deportes/futbol/20200420/arbitros-piden-apoyo-poder-otorgar-bs-300-cada-afiliado
"
La transmisión en vivo de Paulina Rubio a través de su cuenta en Instagram generó polémica en las redes porque se pudo apreciar incoherencias en sus diálogos y también se olvidó las letras de sus propias canciones al interpretarlas.","
          Transmisión en vivo de Paulina Rubio genera polémica en las redes        ",https://www.lostiempos.com/doble-click/farandula/20200420/transmision-vivo-paulina-rubio-genera-polemica-redes
"
	Me invitaron a dar una clase y sin dudarlo acepté. Debía durar 90 minutos, el tema debía estar relacionado con redes sociales y el lugar, por supuesto, que debía ser internet.","
          El privilegio de enseñar        ",https://www.lostiempos.com/actualidad/opinion/20200419/columna/privilegio-ensenar
"
	Para entender la pertinencia y el impacto de las nuevas medidas económicas adoptadas por el Gobierno y pensar en futuras acciones, es fundamental dar unos pasos atrás con el fin de entender la naturaleza y profundidad de la crisis económica que estamos viviendo. El Banco Mundial vaticina para Bolivia una caída del 3,4% del producto este año. La peor recesión de la economía boliviana desde mediados de los años 80.","
          El futuro ya comenzó        ",https://www.lostiempos.com/actualidad/opinion/20200419/columna/futuro-ya-comenzo
,,https://www.lostiempos.com/etiqueta/elecciones-bolivia
"
	Créditos de hasta 300 mil dólares por restaurante, eliminación de impuestos por un año y flexibilización en materia laboral son algunos de los pedidos que hace la Cámara Nacional de Empresarios Gastrónomos del país al Gobierno, como medidas urgentes para restablecerse de la crisis provocada por la pandemia del coronavirus.","
          Restaurantes piden créditos de hasta $us 300 mil por unidad para recuperarse        ",https://www.lostiempos.com/actualidad/economia/20200420/restaurantes-piden-creditos-us-300-mil-unidad-recuperarse
"
	Ningún Gobierno en la vida republicana de Bolivia ha tenido la suerte de generar los dantescos ingresos rentistas por exportaciones de materias primas, en este caso gas natural, como los de Evo Morales. El año 2006, cuando entró al poder, recibió reservas probadas (con mercado) de 16 trillones de pies cúbicos de gas natural (TPC) y nos ha dejado con 6.00 TPC de reservas. Recibió mercados con infraestructura desarrollada, contrato de gas firmado a Brasil por 20 años y un deficitario mercado en Argentina.","
          Ante el descalabro: ajustes a la CPE y a la Ley de Hidrocarburos        ",https://www.lostiempos.com/actualidad/opinion/20200419/columna/descalabro-ajustes-cpe-ley-hidrocarburos
"
	PARÍS |","
          Un futbolista de cada diez se siente deprimido, señala el sindicato mundial        ",https://www.lostiempos.com/deportes/entretiempo/20200420/futbolista-cada-diez-se-siente-deprimido-senala-sindicato-mundial
"
	Cochabamba es uno de los departamentos que tiene más personas recuperadas de coronavirus nivel nacional con 13 casos después de Oruro, así lo refleja el informe brindado por responsable de Vigilancia Epidemiológica del Servicio Departamental de Salud (Sedes), Rubén Castillo.
	También señalo que el departamento sumó un caso positivo que corresponde a Cercado con el que se llega a la cifra de 61.
	Del total, 24 casos corresponden a mujeres, 26 a varones y un niño de 10 meses. Las edades de los pacientes oscilan entre 19 y 31 años, agregó Castillo.
	""Tenemos a 13 recuperados. Algunos requirieron un tratamiento sintomático y otros ni siquiera eso y fueron recuperándose. Todos están bajo vigilancia epidemiológica"", manifestó.
	Asimismo, el responsable del Sedes indicó que esta reducción de casos se debe a que no se tienen reportes y no así a las nuevas medidas instruidas por el Ministerio de Salud para tomar muestras sólo a personas con síntomas.
	Cochabamba tiene 61 casos confirmados distribuídos de la siguiente forma: Cochabamba 26, Santivañez 12, Punata 8, Omereque 5, Quillacollo 5, Cliza 2, Sacaba 2 y Chimoré 1.
	Se mantienen los cinco fallecidos, lo cual da una tasa de mortalidad del 8,2 por ciento para el departamento.","
          Cochabamba tiene 13 casos recuperados de la Covid-19        ",https://www.lostiempos.com/actualidad/cochabamba/20200420/cochabamba-tiene-13-casos-recuperados-covid-19
"
	Agencia Nacional de Hidrocarburos: Comunicado","
          Agencia Nacional de Hidrocarburos: Comunicado        ",https://www.lostiempos.com/mostrador/mostrador/20200417/agencia-nacional-hidrocarburos-comunicado
"
	La Fuerza Especial de Lucha Contra la Violencia (Felcv) aprehendió ayer a Roger T. G. R., (34), en la localidad de Apote, Quillacollo, quien es acusado por la comisión del delito de intento de feminicidio a su expareja de quien se separó hace dos años.","
          Felcv aprehende a hombre que arrojó a su expareja desde el primer piso         ",https://www.lostiempos.com/actualidad/cochabamba/20200420/felcv-aprehende-hombre-que-arrojo-su-expareja-primer-piso
"
	La música ha cambiado tanto sus soportes y formatos en las últimas dos décadas que en este tiempo de confinamiento, en el que la red se ha vuelto la ventana por la que alcanzamos casi todo el arte que consumimos, surge la interrogante de si todo este movimiento es ganancia para la música y los intérpretes.","
          Música en línea: todo lo que se gana y también se pierde        ",https://www.lostiempos.com/doble-click/musica/20200419/musica-linea-todo-que-se-gana-tambien-se-pierde
"
	Mallorca, club de la Primera División del Fútbol español, ha llegado a un acuerdo este domingo con todos los jugadores del primer equipo y con su primer entrenador, Vicente Moreno, para reducir el 15% de sus salarios correspondientes a la temporada 2019-20 en el caso de que La Liga sea cancelada por la pandemia del coronavirus.","
          Mallorca reducirá un 15% los salarios del primer equipo si La Liga se cancela        ",https://www.lostiempos.com/deportes/futbol-int/20200419/mallorca-reducira-15-salarios-del-primer-equipo-si-liga-se-cancela
"
	El secretario de Comunicación del Municipio de Santa Cruz de la Sierra, Ezequiel Serres, informó que el Alcalde Percy Fernández, quien se encuentra con licencia indefinida por motivos de salud desde el pasado 2 de abril, sufre de un cuadro de dengue, por lo que desmintió a algunas publicaciones en redes sociales que hacían referencia al fallecimiento del burgomaestre de 81 años.","
          Alcaldía ratifica que Percy Fernández sufre de dengue y rechaza especulaciones        ",https://www.lostiempos.com/actualidad/pais/20200420/alcaldia-ratifica-que-percy-fernandez-sufre-dengue-rechaza-especulaciones
